"aircraft_icao"	"registration"	"callsign"	"aircraft_model"	"aircraft_model_icao"	"country_code"	"aircraft_type"	"mil_civ_nature"	"longitude"	"latitude"	"speed"	"altitude"	"track"	"pos_datetime"	"flight_line"
"7CF9D4"	"A47-010"	"BLKT01"	"Boeing P-8A Poseidon"	"P8"	"AU"	9	0	124.689124	26.362061	767.66	5779.81	0.0	1646986545	"7CF9D4_2022-03-11_2"
"7CF9D4"	"A47-010"	"BLKT01"	"Boeing P-8A Poseidon"	"P8"	"AU"	9	0	124.81261	26.345541	769.51	5779.81	0.0	1646986604	"7CF9D4_2022-03-11_2"
"7CF9D4"	"A47-010"	"BLKT01"	"Boeing P-8A Poseidon"	"P8"	"AU"	9	0	124.861329	26.339035	771.36	5779.81	0.0	1646986626	"7CF9D4_2022-03-11_2"
"7CF9D4"	"A47-010"	"BLKT01"	"Boeing P-8A Poseidon"	"P8"	"AU"	9	0	125.067945	26.303787	776.36	5779.81	0.0	1646986725	"7CF9D4_2022-03-11_2"
"7CF9D4"	"A47-010"	"BLKT01"	"Boeing P-8A Poseidon"	"P8"	"AU"	9	0	124.862988	26.802155	749.32	5779.81	0.0	1647328424	"7CF9D4_2022-03-15_2"
"7CF9D4"	"A47-010"	"BLKT01"	"Boeing P-8A Poseidon"	"P8"	"AU"	9	0	124.895117	26.688309	744.69	5779.81	0.0	1647328486	"7CF9D4_2022-03-15_2"
"7CF9D4"	"A47-010"	"BLKT01"	"Boeing P-8A Poseidon"	"P8"	"AU"	9	0	124.925174	26.5811	743.03	5779.81	0.0	1647328546	"7CF9D4_2022-03-15_2"
"7CF9D4"	"A47-010"	"BLKT01"	"Boeing P-8A Poseidon"	"P8"	"AU"	9	0	124.955591	26.472535	744.69	5779.81	0.0	1647328606	"7CF9D4_2022-03-15_2"
"7CF9D4"	"A47-010"	"BLKT01"	"Boeing P-8A Poseidon"	"P8"	"AU"	9	0	124.98705	26.363846	748.03	5779.81	0.0	1647328666	"7CF9D4_2022-03-15_2"
"7CF9D4"	"A47-010"	"BLKT01"	"Boeing P-8A Poseidon"	"P8"	"AU"	9	0	125.05929	26.270599	758.95	5779.81	0.0	1647328726	"7CF9D4_2022-03-15_2"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	118.8	14.48	837.104	10336.0	0.0	1645495968	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	118.77	14.48	835.252	10336.0	0.0	1645495983	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	118.67	14.46	833.4	10336.0	0.0	1645496028	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	118.5	14.44	831.548	10336.0	0.0	1645496108	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	118.3	14.41	829.696	10336.0	0.0	1645496206	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	118.23	14.4	831.548	10336.0	0.0	1645496236	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	118.08	14.37	829.696	10336.0	0.0	1645496309	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	117.95	14.35	827.844	10336.0	0.0	1645496367	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	110.9	13.97	844.512	10336.0	0.0	1645499716	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	110.49	13.97	837.104	10336.0	0.0	1645499907	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	110.41	13.97	835.252	10336.0	0.0	1645499945	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	110.37	13.97	833.4	10336.0	0.0	1645499964	"800E8C_2022-02-22_1"
"800E8C"	"IN331"		"Boeing P-8I Neptune"	"P8"	"IN"	9	0	110.22	13.97	835.252	10336.0	0.0	1645500032	"800E8C_2022-02-22_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.42	387.068	577.6	0.0	1646119226	"899001_2022-03-01_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.42	387.068	608.0	0.0	1646119278	"899001_2022-03-01_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.5	561.156	608.0	0.0	1646119310	"899001_2022-03-01_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.53	542.636	608.0	0.0	1646119346	"899001_2022-03-01_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.41	22.51	872.292	638.4	0.0	1646119407	"899001_2022-03-01_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.44	22.6	1083.42	577.6	0.0	1646119514	"899001_2022-03-01_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.52	22.74	407.44	1216.0	0.0	1646443954	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.53	22.74	392.624	1216.0	0.0	1646443982	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.53	22.71	516.708	1216.0	0.0	1646444002	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.48	22.68	429.664	1216.0	0.0	1646444054	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.47	22.66	470.408	1216.0	0.0	1646444070	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.45	22.64	481.52	1216.0	0.0	1646444094	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.44	22.62	474.112	1216.0	0.0	1646444115	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.43	22.6	461.148	1216.0	0.0	1646444126	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.43	22.58	435.22	1185.6	0.0	1646444150	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.43	22.56	433.368	1185.6	0.0	1646444166	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.43	22.54	427.812	1216.0	0.0	1646444182	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.51	407.44	1216.0	0.0	1646444215	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.5	394.476	1216.0	0.0	1646444230	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.48	388.92	1216.0	0.0	1646444243	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.45	385.216	1216.0	0.0	1646444279	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.43	374.104	1216.0	0.0	1646444294	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.42	383.364	1185.6	0.0	1646444310	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.41	22.41	383.364	1216.0	0.0	1646444327	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.41	22.4	385.216	1216.0	0.0	1646444342	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.4	22.33	377.808	1216.0	0.0	1646444407	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.4	22.32	374.104	1216.0	0.0	1646444438	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.38	22.29	379.66	1216.0	0.0	1646444454	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.37	22.29	375.956	1216.0	0.0	1646444466	"899001_2022-03-05_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.53	22.77	425.96	1428.8	0.0	1649734487	"899001_2022-04-12_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.51	22.75	425.96	1793.6	0.0	1649734542	"899001_2022-04-12_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.43	22.51	377.808	638.4	0.0	1649745834	"899001_2022-04-12_4"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.43	22.53	374.104	608.0	0.0	1649745850	"899001_2022-04-12_4"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.44	22.56	372.252	516.8	0.0	1649745883	"899001_2022-04-12_4"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.44	22.57	370.4	486.4	0.0	1649745898	"899001_2022-04-12_4"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.45	22.59	355.584	486.4	0.0	1649745926	"899001_2022-04-12_4"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.45	22.6	331.508	516.8	0.0	1649745946	"899001_2022-04-12_4"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.45	22.62	331.508	486.4	0.0	1649745979	"899001_2022-04-12_4"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.45	22.64	316.692	516.8	0.0	1649746011	"899001_2022-04-12_4"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.45	22.58	314.84	334.4	0.0	1650932963	"899001_2022-04-26_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.1	22.38	963.04	1854.4	0.0	1650935186	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.09	22.39	963.04	1824.0	0.0	1650935219	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.09	22.43	703.76	1824.0	0.0	1650935283	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.07	22.43	511.152	1672.0	0.0	1650935334	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.07	22.45	594.492	1641.6	0.0	1650935355	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.1	22.49	733.392	1520.0	0.0	1650935386	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.1	22.5	720.428	1459.2	0.0	1650935403	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.11	22.52	720.428	1246.4	0.0	1650935522	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.18	22.62	616.716	1246.4	0.0	1650935574	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.2	22.65	616.716	1216.0	0.0	1650935626	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.26	22.67	616.716	1124.8	0.0	1650935654	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.29	22.68	575.972	942.4	0.0	1650935683	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.31	22.68	477.816	851.2	0.0	1650935706	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.32	22.68	411.144	790.4	0.0	1650935718	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.33	22.68	364.844	668.8	0.0	1650935762	"899001_2022-04-26_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.52	22.75	418.552	1216.0	0.0	1651107503	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.53	22.75	381.512	1216.0	0.0	1651107514	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.53	22.73	375.956	1216.0	0.0	1651107534	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.51	22.71	398.18	1216.0	0.0	1651107550	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.5	22.71	457.444	1246.4	0.0	1651107566	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.48	22.69	487.076	1246.4	0.0	1651107582	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.47	22.67	518.56	1216.0	0.0	1651107598	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.46	22.66	507.448	1216.0	0.0	1651107610	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.44	22.61	459.296	1216.0	0.0	1651107654	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.44	22.59	437.072	1216.0	0.0	1651107670	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.43	22.58	416.7	1216.0	0.0	1651107686	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.43	22.56	401.884	1216.0	0.0	1651107706	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.55	385.216	1216.0	0.0	1651107718	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.4	22.48	385.216	1246.4	0.0	1651107787	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.4	22.47	385.216	1216.0	0.0	1651107802	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.38	22.44	403.736	1216.0	0.0	1651107834	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.38	22.42	396.328	1216.0	0.0	1651107855	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.37	22.39	390.772	1216.0	0.0	1651107882	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.36	22.36	375.956	1216.0	0.0	1651107914	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.36	22.35	359.288	1216.0	0.0	1651107930	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.35	22.34	357.436	1246.4	0.0	1651107943	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.35	22.33	357.436	1337.6	0.0	1651107974	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.36	22.28	351.88	1611.2	0.0	1651108015	"899001_2022-04-28_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.14	22.64	359.288	912.0	0.0	1651112139	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.2	22.65	335.212	912.0	0.0	1651112170	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.21	22.65	335.212	851.2	0.0	1651112190	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.22	22.65	335.212	790.4	0.0	1651112206	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.26	22.66	335.212	760.0	0.0	1651112246	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.29	22.67	311.136	760.0	0.0	1651112282	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.32	22.68	272.244	760.0	0.0	1651112327	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.32	22.68	266.688	638.4	0.0	1651112359	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.37	22.69	251.872	456.0	0.0	1651112410	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.38	22.68	268.54	425.6	0.0	1651112418	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.39	22.67	268.54	608.0	0.0	1651112554	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.47	22.65	350.028	608.0	0.0	1651112586	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.49	22.76	0.0	486.4	0.0	1651113631	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.48	22.74	0.0	334.4	0.0	1651113971	"899001_2022-04-28_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.48	22.7	172.236	425.6	0.0	1651282935	"899001_2022-04-30_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.47	22.7	222.24	395.2	0.0	1651282938	"899001_2022-04-30_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.46	22.76	375.956	456.0	0.0	1651283499	"899001_2022-04-30_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.47	22.76	372.252	456.0	0.0	1651283507	"899001_2022-04-30_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.47	22.76	362.992	456.0	0.0	1651283730	"899001_2022-04-30_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.46	22.73	227.796	456.0	0.0	1651283874	"899001_2022-04-30_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.47	22.74	0.0	456.0	0.0	1651286811	"899001_2022-04-30_2"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.46	22.74	324.1	456.0	0.0	1651288942	"899001_2022-04-30_3"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.54	22.77	388.92	1033.6	0.0	1651572827	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.55	22.77	388.92	1094.4	0.0	1651572839	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.56	22.77	388.92	1276.8	0.0	1651572859	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.57	22.77	388.92	1550.4	0.0	1651572883	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.57	22.73	388.92	1732.8	0.0	1651572903	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.56	22.72	477.816	1854.4	0.0	1651572919	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.54	22.72	374.104	2097.6	0.0	1651572938	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.52	22.72	374.104	2219.2	0.0	1651572954	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.49	22.73	572.268	2340.8	0.0	1651572974	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.47	22.74	609.308	2432.0	0.0	1651572986	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.44	22.75	579.676	2614.4	0.0	1651573006	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.42	22.76	590.788	2705.6	0.0	1651573018	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.4	22.77	583.38	2736.0	0.0	1651573034	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.38	22.78	546.34	2736.0	0.0	1651573050	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.37	22.79	509.3	2736.0	0.0	1651573062	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.36	22.8	464.852	2736.0	0.0	1651573078	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.34	22.81	448.184	2736.0	0.0	1651573090	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.32	22.82	422.256	2736.0	0.0	1651573114	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.29	22.84	400.032	2736.0	0.0	1651573146	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.28	22.84	390.772	2736.0	0.0	1651573158	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.26	22.85	388.92	2736.0	0.0	1651573175	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.25	22.86	400.032	2736.0	0.0	1651573190	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.21	22.88	403.736	2736.0	0.0	1651573226	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.19	22.89	400.032	2736.0	0.0	1651573254	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.17	22.9	490.78	2736.0	0.0	1651573274	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.15	22.91	424.108	2736.0	0.0	1651573290	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.14	22.92	400.032	2736.0	0.0	1651573306	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.12	22.93	390.772	2736.0	0.0	1651573322	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.11	22.93	392.624	2736.0	0.0	1651573338	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.08	22.94	390.772	2736.0	0.0	1651573362	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.07	22.95	400.032	2736.0	0.0	1651573374	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.06	22.96	401.884	2736.0	0.0	1651573390	"899001_2022-05-03_1"
"899001"	"3301"	"FOLLOWME"	"Lockheed P-3C Orion"	"P3"	"TW"	9	0	120.04	22.96	403.736	2736.0	0.0	1651573410	"899001_2022-05-03_1"
